image,T-LE,M-LE,R-LE,T-Body,M-Body,R-Body
DJI_0000_0_0.JPG,0.12739560485559634,0.025161754801707476,0.018743038377446612,0.02336805923580943,0.02328627080654775,0.02817161381415214
DJI_0001_0_0.JPG,0.09388784397520525,0.017090519362597367,0.026653563921156746,0.01942192412286265,0.01812773722880141,0.02399414267621499
DJI_0002_0_0.JPG,0.13585979199113826,0.02941396048789806,0.02400530204004498,0.021304722129623775,0.02628040769332069,0.015317399229190391
DJI_0003_0_0.JPG,0.11973680290593641,0.02786242242644395,0.01624733282764082,0.02529997714832051,0.013339458398154078,0.029383527546954474
DJI_0004_0_0.JPG,0.059417734788764956,0.025567669941475236,0.02664519602790402,0.022694366400011816,0.01045424146267721,0.02557501807931589
DJI_0005_0_0.JPG,0.14756223516367561,0.01389277415703935,0.026095287149936034,0.021071588013159916,0.011800957215512836,0.02433780378317991
DJI_0006_0_0.JPG,0.1261139701990353,0.01933442007454068,0.01774956758060349,0.02118414321490827,0.024447187011929005,0.018987230042875773
DJI_0007_0_0.JPG,0.1286064305276954,0.010876075315744575,0.01576656207860488,0.016079001961252243,0.019237544605027745,0.01544483123690318
DJI_0008_0_0.JPG,0.0628113632675546,0.013085789841350956,0.023649910079499507,0.010616356691358788,0.013225435580672035,0.011927819243069985
DJI_0009_0_0.JPG,0.09503859378955673,0.02366097906484909,0.012795049672186197,0.018734347784647245,0.02002089550206727,0.02805204793087683
DJI_0010_0_0.JPG,0.08707980242325813,0.02489524311815634,0.013998164049502167,0.014291693456390583,0.013046242054263368,0.01911552579667222
DJI_0011_0_0.JPG,0.1426764988848602,0.029350194648684196,0.010147245395020111,0.01817057287449272,0.023926407501554718,0.014047267295904605
DJI_0012_0_0.JPG,0.11438651200806647,0.01651650716276304,0.025738487550042766,0.027068061465363318,0.018923125511480614,0.01611913248301305
DJI_0013_0_0.JPG,0.132276161327083,0.017409194120697375,0.023297017131840642,0.014678789717306814,0.017620424521929648,0.021584391378837917
DJI_0014_0_0.JPG,0.09434141988273312,0.019391116225516158,0.0241033075725267,0.01116605483378132,0.01603024178295753,0.013535455658784635
DJI_0015_0_0.JPG,0.0727238721784777,0.013789427181685713,0.025614580620439354,0.01562767784043993,0.022605651862377767,0.027132285681847508
DJI_0016_0_0.JPG,0.1054584787015835,0.012598430106709432,0.019178315510766798,0.01587187515533367,0.017236252211067806,0.0251703905967042
DJI_0017_0_0.JPG,0.05638172561041754,0.019514098524518672,0.021374823919057873,0.0232383302945379,0.01175299838632202,0.024389259119018732
DJI_0018_0_0.JPG,0.13276311719925823,0.014538186981017682,0.01279593996255315,0.021140643046825565,0.012360118042410306,0.018641860795502074
DJI_0019_0_0.JPG,0.1131664399122065,0.023396279893650205,0.012290601470719469,0.02567796418212827,0.029237953290990288,0.02254617681404886
