turbine_id,month,tip_score,mid_score,root_score,image_risk_composite,hrs_above_rated,mean_ti,DEL_est_kNm,fatigue_risk_score,integrated_risk,integrated_risk_norm
T01,1,0.45963139889924914,0.21945273368899074,0.18486504324240347,0.3337774512196887,113.62414637393658,0.0307,1574.6061693640027,0.39880373060105584,0.3662905909103723,0.27786902136132285
T01,2,0.8296059712816051,0.31487699379149964,0.15158630430508196,0.5450263676221494,50.680458889933796,0.0315,1532.2841785533196,0.3771216932820648,0.4610740304521071,0.41322090075134604
T01,3,1.0658425631014783,0.6151152093729363,0.2030525614065048,0.771801778242802,148.53776044984193,0.0296,2313.9048933125137,0.7775548766479916,0.7746783274453968,0.8610515680921174
T01,4,1.0835120087171928,0.5804873460781306,0.27842702464297425,0.7816562904918024,46.50976169255331,0.0368,955.9158561991406,0.08184164535924615,0.4317489679255243,0.3713443625565571
T01,5,1.188103886016204,0.47281558443666183,0.20741202731636246,0.7862258090397164,14.691221232339231,0.0398,1132.757896793294,0.1724398343924781,0.47933282171609726,0.4392946719177007
T01,6,1.0875424941518057,0.6480753319498365,0.4314247332595274,0.8317004799357696,26.875543478012638,0.0384,1092.5419546717715,0.15183674977394604,0.4917686148548578,0.45705313247974483
T01,7,0.9581066165987553,0.5479620659350378,0.5264686874598212,0.7494521115210272,0.26376754377115486,0.0442,1048.0219120888912,0.12902862552849065,0.4392403685247589,0.38204217174424204
T01,8,0.9298447399026928,0.6601292307031885,0.18252518137865428,0.7153863104155183,136.92232332506836,0.0382,2748.103964546349,0.9999999999994877,0.857693155207503,0.9795977298389977
T01,9,0.6411234550949635,0.5166383884564799,0.1349006422577697,0.5152579640759366,68.71743130230112,0.0356,1658.3999207855322,0.44173222263601125,0.47849509335597395,0.4380983858522316
T01,10,0.6001396036691345,0.25990419651217933,0.14583062502067237,0.41100963817540576,34.49937373015465,0.0379,1517.7745195810628,0.36968822993839584,0.3903489340569008,0.3122246216184637
T01,11,0.23994724585112334,0.5180341065410091,0.11874646695854085,0.31244273626565483,79.27182183821738,0.0324,2054.1633574813704,0.6444863331956046,0.47846453473062966,0.4380547477716563
T01,12,0.08845781420882005,0.3233817368154784,0.0,0.15202281937623616,63.557024810115024,0.0316,1224.5970103642637,0.21949005697525373,0.18575643817574494,0.020064103277949562
T02,1,0.4020612872979537,0.0,0.0,0.20103064364897685,106.11336284416824,0.0307,2006.958513141467,0.620302754469516,0.4106666990592464,0.3412386317806653
T02,2,0.5643722471738247,0.4607699869993116,0.19213682811899707,0.46779892393984907,72.67466029596821,0.0315,1687.1535622933457,0.45646304026267004,0.4621309821012596,0.41473024028184685
T02,3,0.7268703435223519,0.4548344456616067,0.10214780096325725,0.5320712871422544,163.08233314237353,0.0296,2290.184171973522,0.7654024812749559,0.6487368842086052,0.6812056887105633
T02,4,0.8310311583210581,0.5809041843560317,0.4307122226218915,0.6809356777161882,47.643970116046006,0.0368,796.1660452442735,0.0,0.3404678388580941,0.2409938241940007
T02,5,1.2084350896166896,0.4953515978309214,0.41231220750714526,0.8380534453365094,11.971030763427098,0.0398,939.9671248253943,0.07367092885436842,0.4558621870954389,0.40577832642800304
T02,6,1.1229835439167368,0.6984616999541062,0.4611676288840868,0.8711736100904183,32.51643158764732,0.0384,1253.1452197339052,0.2341156293806683,0.5526446197355432,0.5439847917463293
T02,7,1.3459113362021877,0.8994996390027614,0.29598205824540197,1.0221192241429147,0.28544171304064897,0.0442,858.4401774240088,0.0319037463045801,0.5270114852237474,0.5073803706828676
T02,8,0.913157524829757,0.6996895147105345,0.4225545127122359,0.7602343527704294,124.91814289422481,0.0382,2391.9800942191687,0.8175536902037687,0.788894021487099,0.8813517483206553
T02,9,0.654165152430942,0.4721511535004274,0.13936650259939717,0.5076940444821797,84.2039024289032,0.0356,1813.1835421871456,0.5210296325950727,0.5143618385386262,0.489316524712211
T02,10,0.28575867518386594,0.4718788733591298,0.31062400285708236,0.3519429625211566,36.242405599426306,0.0379,1929.7277834306444,0.5807365731135037,0.4663397678173301,0.42074043636013114
T02,11,0.34588654398093593,0.3907223135484721,0.15625979193709766,0.32922734182947494,67.07878018900556,0.0324,2174.815984373368,0.7062980464160105,0.5177626941227427,0.49417298694938844
T02,12,0.17097604907897518,0.2542093408262621,0.25380365664659693,0.21252508092267444,58.504399691097085,0.0316,1051.6494307004207,0.13088704457740416,0.1717060627500393,0.0
T03,1,0.3531233604750123,0.47488892723676934,0.0,0.33485798931642924,108.40988497880174,0.0307,1859.9873271979393,0.5450077440646754,0.4399328666905523,0.3830310673642729
T03,2,0.6893805008750448,0.36305706023572576,0.14509926495341324,0.48989248134166646,59.70917212004873,0.0315,1648.9223072357786,0.4368767334034759,0.46338460737257114,0.416520432084795
T03,3,0.7683521553071004,0.2018646628098661,0.2280328112162488,0.48946976712621365,150.1959018609317,0.0296,2390.8429934571363,0.8169711405484813,0.6532204538373475,0.687608279485496
T03,4,1.0464225143023491,0.8716841067112273,0.2731729781726352,0.8593014557503563,36.608970285658586,0.0368,810.8796154186442,0.0075379293720694174,0.4334196925612129,0.37373017721444457
T03,5,0.9780127111243597,0.684544064597651,0.4714440223378732,0.7957617141510424,17.42013394440499,0.0398,965.1635955446329,0.08657936742204317,0.4411705407865428,0.38479848069907696
T03,6,1.265750221931937,0.7205359694349442,0.45132674331133565,0.9482748913295058,28.347675031787567,0.0384,1338.0651700935146,0.27762108594248835,0.6129479886359971,0.6300987200199741
T03,7,1.1591269415726055,0.905104369715265,0.3096985011799306,0.9328813442213795,0.3590101190752329,0.0442,857.3120792292104,0.031325808766893906,0.4821035764941367,0.4432513427069201
T03,8,0.9094675706804463,0.5911837770301762,0.1786485051867881,0.6815697952147466,110.85887162204003,0.0382,2379.726674115619,0.8112761236980036,0.7464229594563752,0.8207025664240906
T03,9,0.8092240554129152,0.5391582908269834,0.2505113456642461,0.6260833489261598,81.91479442676612,0.0356,1700.920291893863,0.46351589243812885,0.5447996206821444,0.5327820397590167
